movie,similar_movie
Upside Down: The Creation Records Story ,Little Dieter Needs to Fly 
Upside Down: The Creation Records Story ,First Position 
Upside Down: The Creation Records Story ,Amanda Knox 
Monte Carlo ,Herbie: Fully Loaded 
Monte Carlo ,European Vacation (aka National Lampoon's European Vacation) 
Monte Carlo ,Carry on Cabby 
Monte Carlo ,Princess and the Pirate
Monte Carlo ,Gold Rush
Harry Potter and the Deathly Hallows: Part 2 ,Thor 
Harry Potter and the Deathly Hallows: Part 2 ,Harry Potter and the Half-Blood Prince 
Harry Potter and the Deathly Hallows: Part 2 ,Pirates of the Caribbean: On Stranger Tides 
Harry Potter and the Deathly Hallows: Part 2 ,Wrath of the Titans 
Drive ,High Sierra 
Drive ,Strangers on a Train 
Drive ,Key Largo 
Drive ,Angels with Dirty Faces 
Captain America: The First Avenger ,X-Men: First Class 
Captain America: The First Avenger ,Battle: Los Angeles 
Captain America: The First Avenger ,Soldier 
Captain America: The First Avenger ,X2: X-Men United 
"Crazy, Stupid, Love. ",Jalla! Jalla! 
"Crazy, Stupid, Love. ",Terminal
"Crazy, Stupid, Love. ",10 Items or Less 
"Crazy, Stupid, Love. ",For Roseanna (Roseanna's Grave) 
"Crazy, Stupid, Love. ",Cooler
One Day ,Crazy/Beautiful 
One Day ,Memoirs of a Geisha 
One Day ,To Gillian on Her 37th Birthday 
One Day ,Beautiful Thing 
One Day ,Girl on the Bridge
"Guard, The ",Ordinary Decent Criminal 
"Guard, The ",Bad Santa 
"Guard, The ",Jane Austen's Mafia! 
"Guard, The ",Horrible Bosses 
"Guard, The ",Delhi Belly 
Winnie the Pooh ,There Once Was a Dog 
Winnie the Pooh ,Garfield: A Tail of Two Kitties 
Winnie the Pooh ,Cars 
Winnie the Pooh ,Scooby-Doo! and the Loch Ness Monster 
Winnie the Pooh ,Big Top Scooby-Doo! 
"Woman, The ",Eyes Without a Face (Yeux sans visage
"Woman, The ",Black Sabbath (Tre volti della paura
"Woman, The ",Loved Ones
"Woman, The ",Lord of Illusions 
"Woman, The ",Bones 
"New One-Armed Swordsman, The (Xin du bi dao) ",Behind Enemy Lines 
"New One-Armed Swordsman, The (Xin du bi dao) ",The Great Raid 
"New One-Armed Swordsman, The (Xin du bi dao) ",Monuments Men
"New One-Armed Swordsman, The (Xin du bi dao) ",Thin Red Line
"New One-Armed Swordsman, The (Xin du bi dao) ",Fury 
Mike's New Car ,Sausage Party 
Mike's New Car ,Puss in Boots: The Three Diablos 
Mike's New Car ,Bobik Visiting Barbos 
Mike's New Car ,The Secret Life of Pets 
Mike's New Car ,Alvin and the Chipmunks: Chipwrecked 
"Smurfs, The ",There Once Was a Dog 
"Smurfs, The ",Garfield: A Tail of Two Kitties 
"Smurfs, The ",Cars 
"Smurfs, The ",Scooby-Doo! and the Loch Ness Monster 
"Smurfs, The ",Big Top Scooby-Doo! 
Friends with Benefits ,I'll Be Home For Christmas 
Friends with Benefits ,Guru
Friends with Benefits ,Hard Promises 
Friends with Benefits ,40 Days and 40 Nights 
Friends with Benefits ,10 
Paper Birds (Pájaros de papel) ,My Father the Hero (Mon père
Paper Birds (Pájaros de papel) ,Miracle on 34th Street 
Paper Birds (Pájaros de papel) ,Mrs. Doubtfire 
Paper Birds (Pájaros de papel) ,Liberal Arts 
Paper Birds (Pájaros de papel) ,Mental 
Blitz ,Fast and the Furious
Blitz ,U.S. Marshals 
Blitz ,Shepherd: Border Patrol
Blitz ,Takers 
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) ",Boiler Room 
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) ",Citizen X 
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) ",Cleanskin 
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) ",Perfect World
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) ",Anything for Her (Pour elle) 
Our Idiot Brother ,Andrew Dice Clay: Dice Rules 
Our Idiot Brother ,Night Shift 
Our Idiot Brother ,Joe Dirt 2: Beautiful Loser 
Our Idiot Brother ,I'm Starting From Three (Ricomincio da Tre) 
Our Idiot Brother ,My Boyfriend's Back 
SUBWAYStories: Tales from the Underground ,French Lieutenant's Woman
SUBWAYStories: Tales from the Underground ,Camera Buff (Amator) 
SUBWAYStories: Tales from the Underground ,Children Are Watching Us
SUBWAYStories: Tales from the Underground ,Return of Martin Guerre
SUBWAYStories: Tales from the Underground ,Honey (Miele) 
Death Race 2 ,Island
Death Race 2 ,Hangar 18 
Death Race 2 ,Gamer 
Death Race 2 ,X-Men Origins: Wolverine 
Death Race 2 ,Total Recall 
Rise of the Planet of the Apes ,Core
Rise of the Planet of the Apes ,Impostor 
Rise of the Planet of the Apes ,2012 
Rise of the Planet of the Apes ,Star Trek: Nemesis 
Rise of the Planet of the Apes ,Doomsday 
Terri ,Andrew Dice Clay: Dice Rules 
Terri ,Night Shift 
Terri ,Joe Dirt 2: Beautiful Loser 
Terri ,I'm Starting From Three (Ricomincio da Tre) 
Terri ,My Boyfriend's Back 
"Change-Up, The ",Andrew Dice Clay: Dice Rules 
"Change-Up, The ",Night Shift 
"Change-Up, The ",Joe Dirt 2: Beautiful Loser 
"Change-Up, The ",I'm Starting From Three (Ricomincio da Tre) 
"Change-Up, The ",My Boyfriend's Back 
"Help, The ",French Lieutenant's Woman
"Help, The ",Camera Buff (Amator) 
"Help, The ",Children Are Watching Us
"Help, The ",Return of Martin Guerre
"Help, The ",Honey (Miele) 
30 Minutes or Less ,21 Jump Street 
30 Minutes or Less ,22 Jump Street 
30 Minutes or Less ,Project A 2 ('A' gai wak juk jap) 
30 Minutes or Less ,Pain & Gain 
30 Minutes or Less ,Spy 
My Afternoons with Margueritte (La tête en friche) ,Andrew Dice Clay: Dice Rules 
My Afternoons with Margueritte (La tête en friche) ,Night Shift 
My Afternoons with Margueritte (La tête en friche) ,Joe Dirt 2: Beautiful Loser 
My Afternoons with Margueritte (La tête en friche) ,I'm Starting From Three (Ricomincio da Tre) 
My Afternoons with Margueritte (La tête en friche) ,My Boyfriend's Back 
Final Destination 5 ,Paranormal Activity 2 
Final Destination 5 ,Paranormal Activity 4 
Final Destination 5 ,Dark Shadows 
Final Destination 5 ,World War Z 
"Very Harold & Kumar 3D Christmas, A ",Andrew Dice Clay: Dice Rules 
"Very Harold & Kumar 3D Christmas, A ",Night Shift 
"Very Harold & Kumar 3D Christmas, A ",Joe Dirt 2: Beautiful Loser 
"Very Harold & Kumar 3D Christmas, A ",I'm Starting From Three (Ricomincio da Tre) 
"Very Harold & Kumar 3D Christmas, A ",My Boyfriend's Back 
Don't Be Afraid of the Dark ,You're Next 
Don't Be Afraid of the Dark ,Saw II 
Don't Be Afraid of the Dark ,Dominion: Prequel to the Exorcist 
Don't Be Afraid of the Dark ,High Tension (Haute tension) (Switchblade Romance) 
Don't Be Afraid of the Dark ,Nightwatch 
Fright Night ,Hip Hop Witch
Fright Night ,Housebound 
Fright Night ,Behind the Mask: The Rise of Leslie Vernon 
Fright Night ,Mute Witness 
Fright Night ,Hatchet II 
Another Earth ,Upside Down 
Another Earth ,Never Let Me Go 
Another Earth ,Miracle Mile 
Another Earth ,Solaris 
Hesher ,French Lieutenant's Woman
Hesher ,Camera Buff (Amator) 
Hesher ,Children Are Watching Us
Hesher ,Return of Martin Guerre
Hesher ,Honey (Miele) 
Stake Land ,Eyes Without a Face (Yeux sans visage
Stake Land ,Black Sabbath (Tre volti della paura
Stake Land ,Loved Ones
Stake Land ,Lord of Illusions 
Stake Land ,Bones 
"Debt, The ",The Perfect Guy 
"Debt, The ",Niagara 
"Debt, The ",First Snow 
"Debt, The ",Firm
"Debt, The ",Bad Education (La mala educación) 
Colombiana ,Left Behind: The Movie 
Colombiana ,Daylight 
Colombiana ,First Blood (Rambo: First Blood) 
Colombiana ,Towering Inferno
Bill Cunningham New York ,Dancemaker 
Bill Cunningham New York ,Regret to Inform 
Bill Cunningham New York ,Little Dieter Needs to Fly 
Bill Cunningham New York ,First Position 
Bill Cunningham New York ,Amanda Knox 
"Skin I Live In, The (La piel que habito) ",French Lieutenant's Woman
"Skin I Live In, The (La piel que habito) ",Camera Buff (Amator) 
"Skin I Live In, The (La piel que habito) ",Children Are Watching Us
"Skin I Live In, The (La piel que habito) ",Return of Martin Guerre
"Skin I Live In, The (La piel que habito) ",Honey (Miele) 
Conan the Barbarian ,Street Fighter 
Conan the Barbarian ,Librarian
Conan the Barbarian ,Librarian: Return to King Solomon's Mines
Conan the Barbarian ,13th Warrior
Conan the Barbarian ,Red Sonja 
Walled In ,You're Next 
Walled In ,Saw II 
Walled In ,Dominion: Prequel to the Exorcist 
Walled In ,High Tension (Haute tension) (Switchblade Romance) 
Walled In ,Nightwatch 
Birdemic: Shock and Terror ,Life Less Ordinary
Birdemic: Shock and Terror ,Enigma 
Birdemic: Shock and Terror ,He Loves Me... He Loves Me Not (À la folie... pas du tout) 
Birdemic: Shock and Terror ,Angel Eyes 
Birdemic: Shock and Terror ,And Now... Ladies and Gentlemen... 
"Inbetweeners Movie, The ",Crocodile Dundee 
"Inbetweeners Movie, The ",Weekend at Bernie's II 
"Inbetweeners Movie, The ",Captain Ron 
"Inbetweeners Movie, The ",Year One 
"Inbetweeners Movie, The ",Adventures in Babysitting 
Red State ,Maniac Cop 
Red State ,Manhunter 
Red State ,Ichi the Killer (Koroshiya 1) 
Red State ,Tales from the Hood 
Pearl Jam Twenty ,Anvil! The Story of Anvil 
Pearl Jam Twenty ,Buena Vista Social Club 
Pearl Jam Twenty ,Madonna: Truth or Dare 
Pearl Jam Twenty ,Decline of Western Civilization
I Don't Know How She Does It ,Andrew Dice Clay: Dice Rules 
I Don't Know How She Does It ,Night Shift 
I Don't Know How She Does It ,Joe Dirt 2: Beautiful Loser 
I Don't Know How She Does It ,I'm Starting From Three (Ricomincio da Tre) 
I Don't Know How She Does It ,My Boyfriend's Back 
Shark Night 3D ,You're Next 
Shark Night 3D ,Saw II 
Shark Night 3D ,Dominion: Prequel to the Exorcist 
Shark Night 3D ,High Tension (Haute tension) (Switchblade Romance) 
Shark Night 3D ,Nightwatch 
Contagion ,Day the Earth Stood Still
Contagion ,Transformers 
Contagion ,V for Vendetta 
Contagion ,I Am Number Four 
Moneyball ,French Lieutenant's Woman
Moneyball ,Camera Buff (Amator) 
Moneyball ,Children Are Watching Us
Moneyball ,Return of Martin Guerre
Moneyball ,Honey (Miele) 
Neds ,French Lieutenant's Woman
Neds ,Camera Buff (Amator) 
Neds ,Children Are Watching Us
Neds ,Return of Martin Guerre
Neds ,Honey (Miele) 
Cold Fish (Tsumetai nettaigyo) ,The Perfect Guy 
Cold Fish (Tsumetai nettaigyo) ,Niagara 
Cold Fish (Tsumetai nettaigyo) ,First Snow 
Cold Fish (Tsumetai nettaigyo) ,Firm
Cold Fish (Tsumetai nettaigyo) ,Bad Education (La mala educación) 
Phineas and Ferb the Movie: Across the 2nd Dimension ,Junior and Karlson 
Phineas and Ferb the Movie: Across the 2nd Dimension ,Ice Age: A Mammoth Christmas 
Phineas and Ferb the Movie: Across the 2nd Dimension ,101 Dalmatians (One Hundred and One Dalmatians) 
Phineas and Ferb the Movie: Across the 2nd Dimension ,Karlson Returns 
Northanger Abbey ,Crazy/Beautiful 
Northanger Abbey ,Memoirs of a Geisha 
Northanger Abbey ,To Gillian on Her 37th Birthday 
Northanger Abbey ,Beautiful Thing 
Northanger Abbey ,Girl on the Bridge
"Avengers, The ",Three Musketeers
"Avengers, The ",The Expendables 3 
"Avengers, The ",Let's Get Harry 
"Avengers, The ",Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) 
"Avengers, The ",Fled 
Tinker Tailor Soldier Spy ,Night of the Hunter
Tinker Tailor Soldier Spy ,Wrong Man
Tinker Tailor Soldier Spy ,Sorry
Tinker Tailor Soldier Spy ,Stray Dog (Nora inu) 
"Separation, A (Jodaeiye Nader az Simin) ",French Lieutenant's Woman
"Separation, A (Jodaeiye Nader az Simin) ",Camera Buff (Amator) 
"Separation, A (Jodaeiye Nader az Simin) ",Children Are Watching Us
"Separation, A (Jodaeiye Nader az Simin) ",Return of Martin Guerre
"Separation, A (Jodaeiye Nader az Simin) ",Honey (Miele) 
"Dangerous Method, A ",The Perfect Guy 
"Dangerous Method, A ",Niagara 
"Dangerous Method, A ",First Snow 
"Dangerous Method, A ",Firm
"Dangerous Method, A ",Bad Education (La mala educación) 
Warrior ,French Lieutenant's Woman
Warrior ,Camera Buff (Amator) 
Warrior ,Children Are Watching Us
Warrior ,Return of Martin Guerre
Warrior ,Honey (Miele) 
"Ides of March, The ",French Lieutenant's Woman
"Ides of March, The ",Camera Buff (Amator) 
"Ides of March, The ",Children Are Watching Us
"Ides of March, The ",Return of Martin Guerre
"Ides of March, The ",Honey (Miele) 
Kill List ,The Spiral Staircase 
Kill List ,Black Christmas 
Kill List ,Midnight Meat Train
Kill List ,Suicide Club (Jisatsu saakuru) 
Kill List ,Friday the 13th 
Killer Elite ,River Wild
Killer Elite ,Collateral Damage 
Killer Elite ,Driven 
Killer Elite ,In the Line of Fire 
Killer Elite ,Nick of Time 
Bellflower ,First Knight 
Bellflower ,Days of Thunder 
Bellflower ,Crouching Tiger
Bellflower ,House of Flying Daggers (Shi mian mai fu) 
50/50 ,My Father the Hero (Mon père
50/50 ,Miracle on 34th Street 
50/50 ,Mrs. Doubtfire 
50/50 ,Liberal Arts 
50/50 ,Mental 
Generation P ,Truman Show
Generation P ,Doctor Who: The Husbands of River Song 
Generation P ,Heart of a Dog (Sobachye serdtse) 
Generation P ,Kin-Dza-Dza! 
The Artist ,Jalla! Jalla! 
The Artist ,Terminal
The Artist ,10 Items or Less 
The Artist ,For Roseanna (Roseanna's Grave) 
The Artist ,Cooler
Gigi ,Moonwalker 
Gigi ,Gypsy 
Gigi ,Gold Diggers of 1933 
Gigi ,Tommy 
Gigi ,Broadway Melody
BlinkyTM ,Parasyte: Part 2 
BlinkyTM ,Brain That Wouldn't Die
BlinkyTM ,Hellevator 
BlinkyTM ,Swamp Thing 
BlinkyTM ,Fly II
Take Shelter ,French Lieutenant's Woman
Take Shelter ,Camera Buff (Amator) 
Take Shelter ,Children Are Watching Us
Take Shelter ,Return of Martin Guerre
Take Shelter ,Honey (Miele) 
Three Outlaw Samurai (Sanbiki no samurai) ,The Magnificent Ruffians 
Three Outlaw Samurai (Sanbiki no samurai) ,Paid in Full 
Three Outlaw Samurai (Sanbiki no samurai) ,Running Scared 
Three Outlaw Samurai (Sanbiki no samurai) ,Soul Surfer 
Three Outlaw Samurai (Sanbiki no samurai) ,Series 7: The Contenders 
Antonio Gaudí ,Dancemaker 
Antonio Gaudí ,Regret to Inform 
Antonio Gaudí ,Little Dieter Needs to Fly 
Antonio Gaudí ,First Position 
Antonio Gaudí ,Amanda Knox 
Real Steel ,Elysium 
Real Steel ,Gravity 
Real Steel ,Edge of Tomorrow 
Real Steel ,The Amazing Spider-Man 2 
Footloose ,French Lieutenant's Woman
Footloose ,Camera Buff (Amator) 
Footloose ,Children Are Watching Us
Footloose ,Return of Martin Guerre
Footloose ,Honey (Miele) 
"Thing, The ",Tetsuo
"Thing, The ",Lawnmower Man
"Thing, The ",Alone in the Dark 
"Thing, The ",Resident Evil: Extinction 
"Thing, The ",Deep Blue Sea 
Beautiful Boy ,French Lieutenant's Woman
Beautiful Boy ,Camera Buff (Amator) 
Beautiful Boy ,Children Are Watching Us
Beautiful Boy ,Return of Martin Guerre
Beautiful Boy ,Honey (Miele) 
Tyrannosaur ,French Lieutenant's Woman
Tyrannosaur ,Camera Buff (Amator) 
Tyrannosaur ,Children Are Watching Us
Tyrannosaur ,Return of Martin Guerre
Tyrannosaur ,Honey (Miele) 
Martha Marcy May Marlene ,The Perfect Guy 
Martha Marcy May Marlene ,Niagara 
Martha Marcy May Marlene ,First Snow 
Martha Marcy May Marlene ,Firm
Martha Marcy May Marlene ,Bad Education (La mala educación) 
We Need to Talk About Kevin ,The Perfect Guy 
We Need to Talk About Kevin ,Niagara 
We Need to Talk About Kevin ,First Snow 
We Need to Talk About Kevin ,Firm
We Need to Talk About Kevin ,Bad Education (La mala educación) 
Behind Enemy Lines II: Axis of Evil ,U-571 
Behind Enemy Lines II: Axis of Evil ,Act of Valor 
Behind Enemy Lines II: Axis of Evil ,Peacemaker
Behind Enemy Lines II: Axis of Evil ,Hurt Locker
"Three Musketeers, The ",Fool's Gold 
"Three Musketeers, The ",Mr. & Mrs. Smith 
"Three Musketeers, The ",Romancing the Stone 
"Three Musketeers, The ",Jewel of the Nile
In Time ,Time Lapse 
In Time ,Clockwork Orange
In Time ,Alien Nation 
In Time ,Dead or Alive: Final 
Margaret ,French Lieutenant's Woman
Margaret ,Camera Buff (Amator) 
Margaret ,Children Are Watching Us
Margaret ,Return of Martin Guerre
Margaret ,Honey (Miele) 
Carnage ,My Father the Hero (Mon père
Carnage ,Miracle on 34th Street 
Carnage ,Mrs. Doubtfire 
Carnage ,Liberal Arts 
Carnage ,Mental 
Margin Call ,The Perfect Guy 
Margin Call ,Niagara 
Margin Call ,First Snow 
Margin Call ,Firm
Margin Call ,Bad Education (La mala educación) 
Paranormal Activity 3 ,Eyes Without a Face (Yeux sans visage
Paranormal Activity 3 ,Black Sabbath (Tre volti della paura
Paranormal Activity 3 ,Loved Ones
Paranormal Activity 3 ,Lord of Illusions 
Paranormal Activity 3 ,Bones 
Puncture ,French Lieutenant's Woman
Puncture ,Camera Buff (Amator) 
Puncture ,Children Are Watching Us
Puncture ,Return of Martin Guerre
Puncture ,Honey (Miele) 
Johnny English Reborn ,Day of the Beast
Johnny English Reborn ,Topkapi 
Johnny English Reborn ,Joy Ride 
Johnny English Reborn ,Alpha 
Abduction ,Duel 
Abduction ,52 Pick-Up 
Abduction ,Boys from Brazil
Abduction ,Terminal Velocity 
This Must Be the Place ,Boiler Room 
This Must Be the Place ,Citizen X 
This Must Be the Place ,Cleanskin 
This Must Be the Place ,Perfect World
This Must Be the Place ,Anything for Her (Pour elle) 
Shame ,French Lieutenant's Woman
Shame ,Camera Buff (Amator) 
Shame ,Children Are Watching Us
Shame ,Return of Martin Guerre
Shame ,Honey (Miele) 
What's Your Number? ,I'll Be Home For Christmas 
What's Your Number? ,Guru
What's Your Number? ,Hard Promises 
What's Your Number? ,40 Days and 40 Nights 
What's Your Number? ,10 
Headhunters (Hodejegerne) ,Fast and the Furious
Headhunters (Hodejegerne) ,U.S. Marshals 
Headhunters (Hodejegerne) ,Blitz 
Headhunters (Hodejegerne) ,Shepherd: Border Patrol
Headhunters (Hodejegerne) ,Takers 
Batman: Year One ,Batman: Gotham Knight 
Batman: Year One ,The Professional: Golgo 13 
Batman: Year One ,Batman: The Killing Joke 
Batman: Year One ,Batman: Assault on Arkham 
Miss Representation ,Dancemaker 
Miss Representation ,Regret to Inform 
Miss Representation ,Little Dieter Needs to Fly 
Miss Representation ,First Position 
Miss Representation ,Amanda Knox 
Puss in Boots ,Legend of the Guardians: The Owls of Ga'Hoole 
Puss in Boots ,Beowulf 
Puss in Boots ,Shrek Forever After (a.k.a. Shrek: The Final Chapter) 
Puss in Boots ,Toy Story 3 
Tower Heist ,21 Jump Street 
Tower Heist ,22 Jump Street 
Tower Heist ,Project A 2 ('A' gai wak juk jap) 
Tower Heist ,Pain & Gain 
Tower Heist ,Spy 
J. Edgar ,French Lieutenant's Woman
J. Edgar ,Camera Buff (Amator) 
J. Edgar ,Children Are Watching Us
J. Edgar ,Return of Martin Guerre
J. Edgar ,Honey (Miele) 
"Double, The ",Jack Reacher: Never Go Back 
"Double, The ",Girl Who Played with Fire
"Double, The ",Insomnia 
"Double, The ",Negotiator
"Adventures of Tintin, The ",Dragon Ball Z: Battle of Gods 
"Adventures of Tintin, The ",Kizumonogatari Part 1: Tekketsu 
"Adventures of Tintin, The ",Kung Fu Panda 
"Adventures of Tintin, The ",Man of Tai Chi 
Starsuckers ,Dancemaker 
Starsuckers ,Regret to Inform 
Starsuckers ,Little Dieter Needs to Fly 
Starsuckers ,First Position 
Starsuckers ,Amanda Knox 
Tomboy ,French Lieutenant's Woman
Tomboy ,Camera Buff (Amator) 
Tomboy ,Children Are Watching Us
Tomboy ,Return of Martin Guerre
Tomboy ,Honey (Miele) 
George Harrison: Living in the Material World ,Dancemaker 
George Harrison: Living in the Material World ,Regret to Inform 
George Harrison: Living in the Material World ,Little Dieter Needs to Fly 
George Harrison: Living in the Material World ,First Position 
George Harrison: Living in the Material World ,Amanda Knox 
Hugo ,Kit Kittredge: An American Girl 
Hugo ,That Darn Cat 
Hugo ,That Darn Cat! 
Hugo ,Secret of Roan Inish
Immortals ,Bunraku 
Immortals ,Dracula Untold 
Immortals ,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) 
